top_class,leaf_class,video,path,width,height,resolution,fps,frame_count,duration_sec,codec,aspect_ratio,center_check_pct_in_box
Color,Pink,0.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Pink\0.MOV,640,360,640x360,60.0,243,4.05,h264,1.77778,
Color,Pink,1.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Pink\1.MOV,640,360,640x360,60.0,243,4.05,h264,1.77778,
Color,Pink,10.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Pink\10.MOV,640,360,640x360,60.0,243,4.05,h264,1.77778,
Color,Pink,11.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Pink\11.MOV,640,360,640x360,60.0,243,4.05,h264,1.77778,
Color,Pink,12.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Pink\12.MOV,640,360,640x360,60.0,243,4.05,h264,1.77778,
Color,Pink,13.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Pink\13.MOV,640,360,640x360,60.0,243,4.05,h264,1.77778,
Color,Pink,14.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Pink\14.MOV,640,360,640x360,60.0,243,4.05,h264,1.77778,
Color,Pink,15.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Pink\15.MOV,640,360,640x360,60.0,243,4.05,h264,1.77778,
Color,Pink,16.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Pink\16.MOV,640,360,640x360,60.0,243,4.05,h264,1.77778,
Color,Pink,17.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Pink\17.MOV,640,360,640x360,60.0,243,4.05,h264,1.77778,
Color,Pink,18.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Pink\18.MOV,640,360,640x360,60.0,243,4.05,h264,1.77778,
Color,Pink,19.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Pink\19.MOV,640,360,640x360,60.0,243,4.05,h264,1.77778,
Color,Pink,2.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Pink\2.MOV,640,360,640x360,60.0,243,4.05,h264,1.77778,
Color,Pink,3.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Pink\3.MOV,640,360,640x360,60.0,243,4.05,h264,1.77778,
Color,Pink,4.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Pink\4.MOV,640,360,640x360,60.0,243,4.05,h264,1.77778,
Color,Pink,5.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Pink\5.MOV,640,360,640x360,60.0,243,4.05,h264,1.77778,
Color,Pink,6.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Pink\6.MOV,640,360,640x360,60.0,243,4.05,h264,1.77778,
Color,Pink,7.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Pink\7.MOV,640,360,640x360,60.0,243,4.05,h264,1.77778,
Color,Pink,8.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Pink\8.MOV,640,360,640x360,60.0,243,4.05,h264,1.77778,
Color,Pink,9.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Pink\9.MOV,640,360,640x360,60.0,243,4.05,h264,1.77778,
Color,Red,0.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Red\0.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,Red,1.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Red\1.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,Red,10.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Red\10.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,Red,11.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Red\11.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,Red,12.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Red\12.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,Red,13.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Red\13.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,Red,14.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Red\14.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,Red,15.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Red\15.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,Red,16.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Red\16.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,Red,17.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Red\17.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,Red,18.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Red\18.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,Red,19.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Red\19.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,Red,2.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Red\2.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,Red,3.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Red\3.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,Red,4.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Red\4.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,Red,5.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Red\5.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,Red,6.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Red\6.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,Red,7.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Red\7.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,Red,8.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Red\8.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,Red,9.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\Red\9.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,White,0.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\White\0.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,White,1.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\White\1.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,White,10.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\White\10.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,White,11.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\White\11.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,White,12.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\White\12.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,White,13.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\White\13.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,White,14.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\White\14.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,White,15.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\White\15.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,White,16.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\White\16.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,White,17.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\White\17.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,White,18.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\White\18.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,White,19.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\White\19.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,White,2.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\White\2.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
Color,White,3.MOV,c:\Users\ACER NITRO\Documents\GitHub\FSL-PROJECT-DESIGN\BETTER\Training\Videos\Color\White\3.MOV,640,360,640x360,60.0,244,4.067,h264,1.77778,
